DescripcionCIAN,ActividadBMXID,DescripcionBMX
OTROS SERVICIOS PERSONALES,8800006,SERVICIOS RECREATIVOS Y DE ESPARCIMIENTO
OTROS SERVICIOS PERSONALES,8723018,SERVICIOS EN PULQUERIAS
OTROS SERVICIOS PERSONALES,8600000,SERVICIOS DE ALOJAMIENTO TEMPORAL
OTROS SERVICIOS PERSONALES,8500002,SERVICIOS DE ALQUILER A EMPRESAS
OTROS SERVICIOS PERSONALES,8425010,SERVICIOS DE COPIAS FOTOSTATICAS XEROGRAFITAS Y SIMILARES
OTROS SERVICIOS PERSONALES,8424012,SERVICIOS ADMINISTRATIVOS DE TRAMITE Y COBRANZA; INCLUSO ESCRITORIOS PUBLICOS
OTROS SERVICIOS PERSONALES,8400004,SERVICIOS PROFESIONALES Y TÉCNICOS
OTROS SERVICIOS PERSONALES,8300006,SERVICIOS RELACIONADOS CON INMUEBLES
OTROS SERVICIOS PERSONALES,8100000,"SERVICIOS DE INSTITUCIONES DE CRÉDITO, ORGANIZACIONES AUXILIARES E INSTITUCIONES DE SEGUROS Y FIANZAS"
OTROS SERVICIOS PERSONALES,6999992,CENTROS CAMBIARIOS
OTROS SERVICIOS PERSONALES,6999991,CARTERA DE COMERCIO DE ESTADOS ANALITICOS
OTROS SERVICIOS PERSONALES,6999900,USUARIOS MENORES COMERCIO
OTROS SERVICIOS PERSONALES,6999146,OPERACIONES DE ARRENDAMIENTO CAPITALIZABLE
OTROS SERVICIOS PERSONALES,6999108,COMPRAVENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
OTROS SERVICIOS PERSONALES,6999075,COMPRAVENTA DE VELAS Y VELADORAS
OTROS SERVICIOS PERSONALES,6999059,USUARIOS MENORES POR OPERACIONES DE REPORTO
OTROS SERVICIOS PERSONALES,6999017,COMPRAVENTA DE DIAMANTES
OTROS SERVICIOS PERSONALES,6114011170,COMPRA VENTA DE FORRAJES EN ESTADO NATURAL
OTROS SERVICIOS PERSONALES,3999127,AJUSTE ESTADISTICO
OTROS SERVICIOS PERSONALES,3999060,FABRICACION DE OTROS ARTICULOS DE PLUMA DE AVE
OTROS SERVICIOS PERSONALES,3997030,FABRICACION DE CASQUILLOS
OTROS SERVICIOS PERSONALES,3997022,FABRICACION DE CARTUCHOS
OTROS SERVICIOS PERSONALES,3995018,FABRICACION DE CERCOS PARA CALZADO
OTROS SERVICIOS PERSONALES,3992022,FABRICACION DE CANUTEROS
OTROS SERVICIOS PERSONALES,3962025,FABRICACION Y REPARACION DE INSTRUMENTOS DE CIRUGIA
OTROS SERVICIOS PERSONALES,3961051,FABRICACION DE APARATOS OZONIZADORES
OTROS SERVICIOS PERSONALES,3961035,FABRICACION Y REPARACION DE INSTRUMENTOS DE FISICA Y QUIMICA
OTROS SERVICIOS PERSONALES,3941011,FABRICACION DE CUERDAS PARA GUITARRA
OTROS SERVICIOS PERSONALES,3899012,FABRICACION DE CARREOLAS Y ANDADERAS
OTROS SERVICIOS PERSONALES,3821015,FABRICACION ENSAMBLE Y REPARACION DE CARROS DE FERROCARRIL Y OTRO EQUIPO FERROVIARIO
OTROS SERVICIOS PERSONALES,3813012,FABRICACION DE PISTONES BIELAS ANILLOS CIGÜEÑALES Y MONOBLOCKS PARA MOTORES
OTROS SERVICIOS PERSONALES,3791028,FABRICACION DE PILAS SECAS
OTROS SERVICIOS PERSONALES,3729011,FABRICACION DE PARTES DISPOSITIVOS Y ACCESORIOS PARA EQUIPO Y APARATOS DE RADIO TELEVISION Y COMUNICACIONES
OTROS SERVICIOS PERSONALES,3700003,"FABRICACIÓN Y ENSAMBLE DE MAQUINARIA, EQUIPO, APARATOS, ACCESORIOS Y ARTÍCULOS ELÉCTRICOS, ELECTRÓNICOS Y SUS PARTES"
OTROS SERVICIOS PERSONALES,3694016,FABRICACION DE EXTINGUIDORES
OTROS SERVICIOS PERSONALES,3641025,FABRICACION DE EQUIPO DE PROCESAMIENTO ELECTRONICO DE DATOS
OTROS SERVICIOS PERSONALES,3641017,FABRICACION DE MAQUINAS CALCULADORAS REGISTRADORAS Y DE ESCRIBIR
OTROS SERVICIOS PERSONALES,3639913,CARTERA DE FABRICACION DE MAQUINARIA Y ARTICULOS E
OTROS SERVICIOS PERSONALES,3639905,USUARIOS MENORES FABRICACION MAQUINARIA Y ARTICULOS ELECTRICOS
OTROS SERVICIOS PERSONALES,3632016,FABRICACION ENSAMBLE Y REPARACION DE MAQUINARIA EQUIPO Y TRACTORES PARA LAS INDUSTRIAS EXTRACTIVAS Y DE LA CONSTRUCCION
OTROS SERVICIOS PERSONALES,3600005,"FABRICACIÓN, ENSAMBLE Y REPARACIÓN DE MAQUINARIA, EQUIPO Y SUS PARTES; EXCEPTO LOS ELÉCTRICOS"
OTROS SERVICIOS PERSONALES,3599084,FABRICACION DE OTROS ARTICULOS DE LATON
OTROS SERVICIOS PERSONALES,3500007,FABRICACIÓN DE PRODUCTOS METÁLICOS; EXCEPTO MAQUINARIA Y EQUIPO
OTROS SERVICIOS PERSONALES,3423027,FABRICACION DE EQUIPOS PARA SOLDAR Y SOLDADURAS
OTROS SERVICIOS PERSONALES,3311016,FABRICACION DE VAJILLAS Y OTROS PRODUCTOS DE ALFARERIA Y CERAMICA PARA EL HOGAR
OTROS SERVICIOS PERSONALES,3093010,FABRICACION DE AGUARRAS
OTROS SERVICIOS PERSONALES,3092046,FABRICACION DE LANOLINA
OTROS SERVICIOS PERSONALES,3072022,FUNDICION DE SEBO
OTROS SERVICIOS PERSONALES,2700004,FABRICACIÓN Y REPARACIÓN DE MUEBLES Y ACCESORIOS; EXCEPTO LOS DE METAL Y LOS DE PLÁSTICO MOLDEADO
OTROS SERVICIOS PERSONALES,2632017,FABRICACION DE JUNTAS Y EMPAQUES DE CORCHO
OTROS SERVICIOS PERSONALES,2622018,FABRICACION DE ARTICULOS DE PALMA VARA CARRIZO MIMBRE Y SIMILARES
OTROS SERVICIOS PERSONALES,2512029,FABRICACION DE GUARACHES Y SANDALIAS
OTROS SERVICIOS PERSONALES,2512011,FABRICACION DE ALPARGATAS BABUCHAS Y PANTUFLAS
OTROS SERVICIOS PERSONALES,2500008,FABRICACIÓN DE CALZADO E INDUSTRIA DEL CUERO
OTROS SERVICIOS PERSONALES,2418011,FABRICACION DE SOMBREROS DE PALMA
OTROS SERVICIOS PERSONALES,2331015,DESFIBRACION DE HENEQUEN
OTROS SERVICIOS PERSONALES,2200004,FABRICACIÓN Y BENEFICIO DE PRODUCTOS DE TABACO
OTROS SERVICIOS PERSONALES,2100006,"FABRICACIÓN Y ELABORACIÓN DE BEBIDAS (AGUA, REFRESCOS, CERVEZA, VINOS Y LICORES)"
OTROS SERVICIOS PERSONALES,0323030,EXTRACCION DE TREMENTINA
OTROS SERVICIOS PERSONALES,0323022,EXTRACCION DE ALQUITRAN VEGETAL
OTROS SERVICIOS PERSONALES,0322032,EXTRACCION DE COLOFONIA
OTROS SERVICIOS PERSONALES,0000000,SE DESCONOCE (TENTATIVA)
"ASOCIACIONES, ORGANIZACIONES Y CAMARAS DE PRODUCTORES, COMERCIANTES Y PRESTADORES DE SERVICIOS",9311028,CAMARAS DE COMERCIO
ASOCIACIONES Y ORGANIZACIONES LABORALES Y SINDICALES,9321019,ORGANIZACIONES LABORALES Y SINDICALES
ASOCIACIONES Y ORGANIZACIONES DE PROFESIONISTAS,,
FEDERACIONES Y OTRAS ASOCIACIONES REGULATORIAS DE ACTIVIDADES RECREATIVAS,,
ASOCIACIONES Y ORGANIZACIONES RELIGIOSAS,9331018,ORGANIZACIONES RELIGIOSAS
ASOCIACIONES Y ORGANIZACIONES POLITICAS,9322017,ORGANIZACIONES POLITICAS
ASOCIACIONES Y ORGANIZACIONES POLITICAS,9311010,ASOCIACIONES Y CONFEDERACIONES
ASOCIACIONES Y ORGANIZACIONES CIVILES,9319014,ORGANIZACIONES CIVICAS
HOGARES CON EMPLEADOS DOMESTICOS,8991011,QUEHACERES DEL HOGAR
HOGARES CON EMPLEADOS DOMESTICOS,8949888161,AMA DE CASA
ORGANOS LEGISLATIVOS,,
ADMINISTRACION PUBLICA FEDERAL EN GENERAL,9912024,GOBIERNO EXTRANJERO
ADMINISTRACION PUBLICA FEDERAL EN GENERAL,9912016,CONSULADO
ADMINISTRACION PUBLICA FEDERAL EN GENERAL,9411901190,EMPLEADO DE GOBIERNO
ADMINISTRACION PUBLICA FEDERAL EN GENERAL,9411018,GOBIERNO FEDERAL
ADMINISTRACION PUBLICA FEDERAL EN GENERAL,7414014131,ADMINISTRACION DE CENTRALES CAMIONERAS Y SERVICIOS AUXILIARES (GOBIERNO)
ADMINISTRACION PUBLICA ESTATAL EN GENERAL,9411026,GOBIERNO ESTATAL
ADMINISTRACION PUBLICA MUNICIPAL EN GENERAL,9411034,GOBIERNO MUNICIPAL
REGULACION Y FOMENTO FEDERAL DEL DESARROLLO ECONOMICO,,
REGULACION Y FOMENTO ESTATAL DEL DESARROLLO ECONOMICO,,
REGULACION Y FOMENTO MUNICIPAL DEL DESARROLLO ECONOMICO,,
IMPARTICION DE JUSTICIA Y MANTENIMIENTO DE LA SEGURIDAD Y EL ORDEN PUBLICO EN EL NIVEL FEDERAL,,
IMPARTICION DE JUSTICIA Y MANTENIMIENTO DE LA SEGURIDAD Y EL ORDEN PUBLICO EN EL NIVEL ESTATAL,,
IMPARTICION DE JUSTICIA Y MANTENIMIENTO DE LA SEGURIDAD Y EL ORDEN PUBLICO EN EL NIVEL MUNICIPAL,,
REGULACION Y FOMENTO FEDERAL DE ACTIVIDADES PARA MEJORAR Y PRESERVAR EL MEDIO AMBIENTE,,
REGULACION Y FOMENTO ESTATAL DE ACTIVIDADES PARA MEJORAR Y PRESERVAR EL MEDIO AMBIENTE,,
REGULACION Y FOMENTO MUNICIPAL DE ACTIVIDADES PARA MEJORAR Y PRESERVAR EL MEDIO AMBIENTE,,
ACTIVIDADES ADMINISTRATIVAS FEDERALES DE INSTITUCIONES DE BIENESTAR SOCIAL,,
ACTIVIDADES ADMINISTRATIVAS ESTATALES DE INSTITUCIONES DE BIENESTAR SOCIAL,,
ACTIVIDADES ADMINISTRATIVAS MUNICIPALES DE INSTITUCIONES DE BIENESTAR SOCIAL,,
RELACIONES EXTERIORES,7513014131,AGENCIA ADUANAL (GOBIERNO)
RELACIONES EXTERIORES,7513014,AGENCIA ADUANAL
ACTIVIDADES DE SEGURIDAD NACIONAL,,
ORGANISMOS INTERNACIONALES,,
SEDES DIPLOMATICAS Y OTRAS UNIDADES EXTRATERRITORIALES,,
